,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10526,34452205,https://www.airbnb.com/rooms/34452205,20250617032927,2025-06-17,city scrape,Victorian Bedroom Near USC,"Victorian style home with huge bedroom and friendly atmosphere. Room has high speed internet and free cable TV. Large porch with couch to sit on and read a book or just work on your laptop.<br /><br />READ: $15USD per night for extra guest (2 guest max) so please add your guest to reservation. $10 per hour for early check-in/out. $10 bag check<br /><br />12 minute walk to USC, Downtown LA, Staple Center, LA Convention Center and Metro Stations (or Uber/Lyft $10USD one way). Walking distance to local restaurants.",Local small business around to catch a bite to eat or drive to cafes or get last minute buys.,https://a0.muscache.com/pictures/airflow/Hosting-34452205/original/8f719702-7ecb-4681-93c2-77f00d9bfaa8.jpg,260019756,https://www.airbnb.com/users/show/260019756,Ana,2019-05-05,"Los Angeles, CA",Happy to host people. I speak mostly Spanish and some English. I lived here for many years and the neighborhood keeps getting better.,within a few hours,100%,98%,f,https://a0.muscache.com/im/pictures/user/727dcf8b-9739-4fdb-9fcd-e4e851bc7cb5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/727dcf8b-9739-4fdb-9fcd-e4e851bc7cb5.jpg?aki_policy=profile_x_medium,West Adams,2.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,University Park,City of Los Angeles,34.03658,-118.28166,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Shared patio or balcony"", ""Essentials"", ""Outdoor furniture"", ""Window AC unit"", ""Microwave"", ""Oven"", ""Hot water"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Keypad"", ""Iron"", ""Hangers"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Shampoo"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Wifi""]",$65.00,1,4,1,1,4,4,1.0,4.0,,t,11,41,69,69,2025-06-17,375,69,6,69,70,255,16575.0,2019-06-03,2025-06-04,4.73,4.82,4.6,4.84,4.74,4.69,4.78,HSR23-001508,f,2,0,2,0,5.1
10652,34722790,https://www.airbnb.com/rooms/34722790,20250617032927,2025-06-17,previous scrape,PRIVATE FULL apartment in Hollywood,Cute apartment at the heart of hollywood.,,https://a0.muscache.com/pictures/6368c881-8651-4731-84ab-37314fb6d5a2.jpg,261901548,https://www.airbnb.com/users/show/261901548,Juan,2019-05-14,"Los Angeles, CA","Hi, welcome to MY NEW profile on airbnb. My apartment in Hollywood Los Angeles CA is so cute, you will love it! The room is PRIVATE you will share the apartment.
I am a Film maker, friendly and educate person who loves do sports and go movies.",,,,f,https://a0.muscache.com/im/pictures/user/8be16527-e20d-42f7-ad11-43ab54ac2b20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8be16527-e20d-42f7-ad11-43ab54ac2b20.jpg?aki_policy=profile_x_medium,Hollywood,1.0,2.0,"['email', 'phone']",t,t,,Hollywood,City of Los Angeles,34.10252,-118.34332,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""TV"", ""Heating"", ""Washer"", ""Shampoo"", ""Dryer"", ""Carbon monoxide alarm"", ""Iron"", ""Air conditioning"", ""Kitchen"", ""Pool"", ""Essentials"", ""Hangers"", ""Indoor fireplace"", ""Wifi"", ""Elevator"", ""Hair dryer"", ""Smoke alarm""]",,30,90,30,30,90,90,30.0,90.0,,,0,0,0,0,2025-06-17,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
11144,36446352,https://www.airbnb.com/rooms/36446352,20250617032927,2025-06-17,city scrape,Writers room,,,https://a0.muscache.com/pictures/2e63a079-129f-4b53-9753-e303eac67ece.jpg,96220702,https://www.airbnb.com/users/show/96220702,Juan,2016-09-21,"Los Angeles, CA","As the founder of a vibrant artist's haven, I bring together multimedia creative visionaries. My passion is in crafting immersive 3D realms that breathe life into tales of compassion and wisdom. Hailing from Fresno, CA, I embarked on a journey to LA in 2008, and I've never looked back. LA's kaleidoscope of cultures, cuisines, music, and hidden treasures stole my heart. Life in the sun-kissed embrace of LA is a masterpiece waiting to be explored!",within an hour,90%,96%,f,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_x_medium,Watts,12.0,21.0,"['email', 'phone']",t,t,,Watts,City of Los Angeles,33.93787,-118.23421,Shared room in hostel,Shared room,1,1.5,1.5 shared baths,1.0,0.0,"[""Extra pillows and blankets"", ""Gym"", ""Free street parking"", ""Refrigerator"", ""240 inch HDTV with Amazon Prime Video, HBO Max"", ""First aid kit"", ""Essentials"", ""Portable air conditioning"", ""Free parking on premises"", ""Paid parking on premises"", ""Exterior security cameras on property"", ""BBQ grill"", ""Fire extinguisher"", ""Microwave"", ""Backyard"", ""Patio or balcony"", ""Hot water"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Coffee maker"", ""Shower gel"", ""Heating"", ""Carbon monoxide alarm"", ""Keypad"", ""Iron"", ""Paid washer \u2013 In building"", ""Barbecue utensils"", ""Hangers"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Bed linens"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",$20.00,31,365,31,31,365,365,31.0,365.0,,t,30,60,90,365,2025-06-17,0,0,0,198,0,0,0.0,,,,,,,,,,,f,9,1,0,8,
11441,37335672,https://www.airbnb.com/rooms/37335672,20250617032927,2025-06-17,previous scrape,"5 Min to Beach, Family-Friendly, cozy beds & patio","Relaxing Long Beach Stay – 5 Min to the Beach, A/C. Perfect for families & Solo trips. First class service and amenities<br /><br />Feel right at home in this relaxed charming Long Beach retreat, featuring a full kitchen, cozy beds, sparkling bathroom, & a private patio<br /><br />Enjoy complimentary waters, snacks, Smart TVs, &  games for a fun stay. Steps from Shoreline Village, & Convention Center","Neighborhood is vibrant and alive. Centralized location with various small businesses nearby. Perfect location for tourists or visitors. Very tolerant family neighborhood. Lovely and fun place to stay. Great location for small get togethers and easy access to bike paths to Alamitos Beach. Great for business & work Long Beach Convention Center, cruise line guests, vacation travelers & festival travelers. Place close to bars, restaurants. Near famous Pine Street, Shoreline Village, and 2nd street. Cal State Long Beach, Poly High school, Wilson High School.",https://a0.muscache.com/pictures/hosting/Hosting-37335672/original/c52ecdd1-d06b-42a3-90e7-e0add8d0471b.jpeg,76821186,https://www.airbnb.com/users/show/76821186,Juan,2016-06-09,"Long Beach, CA",@johnnyapples . Happy! Easy going! Friendly! And adventurous!,,,,f,https://a0.muscache.com/im/pictures/user/1b509535-dfdc-40da-89ea-9a6c870cedbf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b509535-dfdc-40da-89ea-9a6c870cedbf.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Long Beach,Other Cities,33.77867,-118.18333,Entire home,Entire home/apt,6,,1 bath,2.0,,"[""Extra pillows and blankets"", ""Coffee"", ""Refrigerator"", ""Baking sheet"", ""First aid kit"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Books and reading material"", ""Exterior security cameras on property"", ""Ethernet connection"", ""Pets allowed"", ""Hot water kettle"", ""Ceiling fan"", ""Outlet covers"", ""Fire extinguisher"", ""44 inch TV with Netflix"", ""Portable fans"", ""Microwave"", ""Backyard"", ""Hot water"", ""Laundromat nearby"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Sound system"", ""Hair dryer"", ""Coffee maker"", ""Shower gel"", ""Portable heater"", ""Carbon monoxide alarm"", ""Shared beach access"", ""Cleaning available during stay"", ""Iron"", ""Stainless steel single oven"", ""Toaster"", ""Private entrance"", ""Arcade games"", ""Outdoor dining area"", ""Private patio or balcony"", ""Hangers"", ""Dining table"", ""Smoking allowed"", ""Wine glasses"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Gas stove"", ""Single level home"", ""Bed linens"", ""AC - split type ductless system"", ""Kitchen"", ""Conditioner"", ""Long term stays allowed"", ""Blender"", ""Smart lock"", ""Board games"", ""Freezer"", ""Wifi"", ""Central heating"", ""Body soap""]",,2,120,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2025-06-17,59,31,0,0,26,186,,2019-12-07,2025-04-13,4.92,4.98,4.9,4.97,4.97,4.8,4.9,PRP22-01011,f,1,1,0,0,0.88
11635,37632124,https://www.airbnb.com/rooms/37632124,20250617032927,2025-06-17,city scrape,Cozy private bedroom in Santa Clarita,"MODERN, VERY CLEAN. Close to Six Flags Magic Mountain Theme Park. Short drive to Walmart, Sam's Club, Ralphs Grocery Store, CVS Pharmacy, Starbucks and many others. <br />Close to Santa Clarita Metro Link Station.<br />Easy connection to LAX Airport and Union Station.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mzc2MzIxMjQ%3D/original/b25af6cd-5c6d-42e8-94e2-44c4e733b80a.jpeg,38247557,https://www.airbnb.com/users/show/38247557,Luis,2015-07-12,"Santa Clarita, CA","I am a world traveler that has settled down.
I have lived in Mexico, Argentina, Norway,England and U.S.A.
I enjoyed my work doing research and helping people and students.
My favorite travel destination is the Yucatan Peninsula.
I am a host but also a guest; always enjoying it.",,,75%,f,https://a0.muscache.com/im/users/38247557/profile_pic/1436722306/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/38247557/profile_pic/1436722306/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,,Santa Clarita,Other Cities,34.42174,-118.49198,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,"[""Stove"", ""Extra pillows and blankets"", ""Refrigerator"", ""Essentials"", ""Free parking on premises"", ""Private living room"", ""Dishwasher"", ""Washer"", ""Hot tub"", ""Air conditioning"", ""Microwave"", ""Hot water"", ""Cleaning products"", ""Sound system"", ""Clothing storage"", ""Heating"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Iron"", ""Hangers"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Bathtub"", ""Shampoo"", ""Dryer"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Blender"", ""Freezer"", ""Wifi"", ""Lockbox"", ""Pool"", ""Body soap""]",$67.00,2,30,2,2,30,30,2.0,30.0,,t,0,0,13,103,2025-06-17,7,5,0,103,5,30,2010.0,2019-09-13,2024-11-04,5.0,5.0,5.0,5.0,5.0,4.86,5.0,,f,1,0,1,0,0.1
12195,39902595,https://www.airbnb.com/rooms/39902595,20250617032927,2025-06-17,previous scrape,HP Casita,"Welcome to Huntington Park, affectionately known as HP>  You'll be staying in a 1B/1B casita that we have been calling home for the past 2 years.  We are in an enclosed area so you'll have the privacy you need with the space you want.  There is a small backyard where you can smoke, chill and/or relax.  4/20 friendly, just please keep all smoking outside.<br /><br />It being a casita (small house in Spanish), it is pretty small. Cute, cozy, homey are adjectives i would use.","You will be in a castia that is 1 of 3 units on the property.  Our landlord lives in the front house and we have a neighbor across the courtyard.  A little long hair pup name Pumpkin will occasionally be in the courtyard. She is a friendly and sweet pup so don't be afraid to say hello!<br /><br />Huntington Park is a working class neighborhood rooted in the Latino culture LA has become famous for.  We are near Salt Late Park which is great for tennis, basketball and a morning jog!<br /><br /><br /><br />We are a 5 minute drive from the historic Pacific Blvd and 20 minutes from Downtown Los Angeles.",https://a0.muscache.com/pictures/4fdaf0f0-d2a6-4bed-9a17-3b640375ae3f.jpg,7950824,https://www.airbnb.com/users/show/7950824,Ana,2013-08-05,"Los Angeles, CA","Hello my name is Ana Vasquez. 
I am from Los Angeles. 
I love to relax, travel and workout. 
When I can I try to take little trips around California. 
",,,,f,https://a0.muscache.com/im/pictures/user/5f3a2bac-1c31-4ce3-bbd8-f542820b1fe2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5f3a2bac-1c31-4ce3-bbd8-f542820b1fe2.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Huntington Park,Other Cities,33.97652,-118.20957,Entire guesthouse,Entire home/apt,4,,1 bath,1.0,,"[""Stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Oven"", ""Hot water"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Hangers"", ""Dishes and silverware"", ""Smoke alarm"", ""Cooking basics"", ""Bed linens"", ""Kitchen"", ""Private entrance"", ""Wifi""]",,2,7,2,2,7,7,2.0,7.0,,,0,0,0,0,2025-06-17,3,0,0,0,0,0,,2019-12-02,2020-02-17,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,f,1,1,0,0,0.04
12227,39950644,https://www.airbnb.com/rooms/39950644,20250617032927,2025-06-17,city scrape,Creative RV,A Whole Private RV with lock and its own living room and bedroom with queen-sized bed.,,https://a0.muscache.com/pictures/089516a8-0db3-4ed7-8e27-299c7dd57380.jpg,96220702,https://www.airbnb.com/users/show/96220702,Juan,2016-09-21,"Los Angeles, CA","As the founder of a vibrant artist's haven, I bring together multimedia creative visionaries. My passion is in crafting immersive 3D realms that breathe life into tales of compassion and wisdom. Hailing from Fresno, CA, I embarked on a journey to LA in 2008, and I've never looked back. LA's kaleidoscope of cultures, cuisines, music, and hidden treasures stole my heart. Life in the sun-kissed embrace of LA is a masterpiece waiting to be explored!",within an hour,90%,96%,f,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_x_medium,Watts,12.0,21.0,"['email', 'phone']",t,t,,Watts,City of Los Angeles,33.93661,-118.23252,Camper/RV,Entire home/apt,1,0.0,0 baths,1.0,2.0,"[""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Portable air conditioning"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Outdoor shower"", ""Fire extinguisher"", ""Microwave"", ""Mini fridge"", ""Hot water"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Heating"", ""Carbon monoxide alarm"", ""Keypad"", ""Central air conditioning"", ""Iron"", ""Paid washer \u2013 In building"", ""Shared outdoor kitchen"", ""Hangers"", ""TV with standard cable"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Bed linens"", ""Kitchen"", ""Long term stays allowed"", ""Private entrance"", ""Freezer"", ""Wifi""]",$30.00,31,365,31,31,365,365,31.0,365.0,,t,29,59,89,364,2025-06-17,3,0,0,197,0,0,0.0,2022-02-01,2022-10-02,3.67,3.0,3.0,3.0,4.0,3.33,3.0,,f,9,1,0,8,0.07
12582,40918847,https://www.airbnb.com/rooms/40918847,20250617032927,2025-06-17,city scrape,The Ultimate Creative Oasis in the Heart of LA 11,,,https://a0.muscache.com/pictures/251e7747-b800-4cbf-bca3-59ff4f022617.jpg,96220702,https://www.airbnb.com/users/show/96220702,Juan,2016-09-21,"Los Angeles, CA","As the founder of a vibrant artist's haven, I bring together multimedia creative visionaries. My passion is in crafting immersive 3D realms that breathe life into tales of compassion and wisdom. Hailing from Fresno, CA, I embarked on a journey to LA in 2008, and I've never looked back. LA's kaleidoscope of cultures, cuisines, music, and hidden treasures stole my heart. Life in the sun-kissed embrace of LA is a masterpiece waiting to be explored!",within an hour,90%,96%,f,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-96220702/original/118b7b1e-d6b3-4d03-920c-74789a5e95e2.png?aki_policy=profile_x_medium,Watts,12.0,21.0,"['email', 'phone']",t,t,,Watts,City of Los Angeles,33.93757,-118.23438,Shared room in guesthouse,Shared room,1,1.0,1 shared bath,1.0,4.0,"[""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Portable air conditioning"", ""Free parking on premises"", ""Paid parking on premises"", ""Exterior security cameras on property"", ""BBQ grill"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Fire extinguisher"", ""Microwave"", ""Hot water"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Carbon monoxide alarm"", ""Keypad"", ""Iron"", ""Private patio or balcony"", ""Hangers"", ""240 inch HDTV with Amazon Prime Video, HBO Max, standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Dryer"", ""Bed linens"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",$17.00,31,90,31,31,90,90,31.0,90.0,,t,0,5,35,310,2025-06-17,7,2,0,143,1,124,2108.0,2020-01-07,2025-02-10,4.86,4.86,4.43,4.86,5.0,4.71,5.0,,f,9,1,0,8,0.11
12705,41370625,https://www.airbnb.com/rooms/41370625,20250617032927,2025-06-17,previous scrape,Charming and Quiet Apartment by LACMA/The Grove,"Charming apartment in a safe and quiet community with free parking. 5 min walking distance to the Grove, Farmer's Market, LACMA, Whole Foods, Ralph's, CVS. 5 min. drive to Beverly Hills, 10 min. to Hollywood, 25 min. to Santa Monica","Lots of great restaurants, bars, and cafes around the area within walking distance. Let me know your favorite type of food and I can give you some suggestions.",https://a0.muscache.com/pictures/b850e064-2648-4ac4-92d7-552481d56bf7.jpg,138788418,https://www.airbnb.com/users/show/138788418,Ana,2017-07-05,"Los Angeles, CA",I am a student of Interactive designer and a graphic designer free lancer. I am also a Brazilian dancer and I love living life and explore its wonders. ,,,,f,https://a0.muscache.com/im/pictures/user/d7f870cb-eda8-49e6-a5c1-4e67bb8fd412.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7f870cb-eda8-49e6-a5c1-4e67bb8fd412.jpg?aki_policy=profile_x_medium,Mid-Wilshire,1.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,Beverly Grove,City of Los Angeles,34.06681,-118.36159,Entire condo,Entire home/apt,2,,1 bath,2.0,,"[""Stove"", ""Free street parking"", ""Refrigerator"", ""Baking sheet"", ""First aid kit"", ""Essentials"", ""Free parking on premises"", ""Dishwasher"", ""Ethernet connection"", ""BBQ grill"", ""Pets allowed"", ""Hot water kettle"", ""Ceiling fan"", ""Safe"", ""Backyard"", ""Oven"", ""Hot water"", ""Cleaning products"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""55 inch TV with Amazon Prime Video, Netflix, Roku"", ""Heating"", ""Iron"", ""Toaster"", ""Paid washer \u2013 In building"", ""Hangers"", ""Dining table"", ""Wine glasses"", ""Dishes and silverware"", ""Smoke alarm"", ""Coffee maker: Keurig coffee machine"", ""Bathtub"", ""Cooking basics"", ""Kitchen"", ""Long term stays allowed"", ""Private entrance"", ""Freezer"", ""Wifi""]",,30,30,30,30,1125,1125,30.0,1125.0,,t,0,0,0,0,2025-06-17,6,0,0,0,0,0,,2020-01-12,2021-10-25,4.0,3.83,4.0,4.33,4.0,4.33,4.33,Exempt - This listing is a transient occupancy residential structure,t,1,1,0,0,0.09
13322,43110737,https://www.airbnb.com/rooms/43110737,20250617032927,2025-06-17,previous scrape,Master Bedroom/Private Bathroom in Palms area,,,https://a0.muscache.com/pictures/3f37456b-f734-4214-90f5-5f039afde3cd.jpg,101998715,https://www.airbnb.com/users/show/101998715,Ana,2016-10-31,,,,,,f,https://a0.muscache.com/im/pictures/user/a81e9179-e2d3-489a-a59f-ac82a17e0d60.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a81e9179-e2d3-489a-a59f-ac82a17e0d60.jpg?aki_policy=profile_x_medium,,1.0,2.0,['phone'],t,t,,Palms,City of Los Angeles,34.02001,-118.41547,Private room in rental unit,Private room,1,,1 private bath,,,"[""Carbon monoxide alarm"", ""Washer"", ""Dryer"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Smoke alarm""]",,30,60,30,30,60,60,30.0,60.0,,,0,0,0,0,2025-06-17,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
14563,46693129,https://www.airbnb.com/rooms/46693129,20250617032927,2025-06-18,city scrape,Modern Studio Near Silver Lake,"Step into our modern studio, where minimalist details create a tranquil oasis for relaxation. Inspired by the beloved 'Friends' show, our kitchen is uniquely designed to welcome guests with a touch of nostalgia and character—perfect for cooking favorite recipes or enjoying coffee. The backyard is a private haven with twinkling lights that set the ambiance for unwinding after a day of exploration. It’s an ideal spot to soak in the evening air and cherish moments away from the hustle and bustle.","The mountains to the north and the Los Angeles River to the south surround Atwater Village, which is surrounded by nature. Although inhabitants in the northern portion of the city may walk and explore several gorgeous hikes, the LA River offers activities such as kayaking, fishing, and bicycling.<br /><br />Because to its closeness to chic restaurants and thrift shops, its bustling nightlife, and its great walkability, the neighborhood is recognized as a millennial and Gen Z magnet.<br /><br />Several media sites, including the Los Angeles Times, Discover LA, and Eater LA, have highlighted Atwater Village as a must-visit location for foodies.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDY2OTMxMjk%3D/original/8524058f-eb9d-4d3f-a40e-355adbb18cbd.jpeg,314727229,https://www.airbnb.com/users/show/314727229,Luis,2019-12-05,,"""Adventurer by heart and drummer by choice, I'm a family man with three cats who loves to try new cuisine! I thrive on new experiences and flavors, so when I'm not out globetrotting or jamming on my drums, I'm probably cooking up a storm with my family. Our Airbnb space is crafted with all the love of a true traveler and Friend—safe, warm, and inviting. Can't wait to welcome you into our little slice of paradise!""",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-314727229/original/615f053a-55b9-4bbb-87eb-6bea2cde9b8a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-314727229/original/615f053a-55b9-4bbb-87eb-6bea2cde9b8a.png?aki_policy=profile_x_medium,Northeast Los Angeles,1.0,1.0,"['email', 'phone']",t,f,Neighborhood highlights,Atwater Village,City of Los Angeles,34.11656,-118.25323,Entire home,Entire home/apt,1,1.0,1 bath,0.0,0.0,"[""Coffee"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Window AC unit"", ""Microwave"", ""Oven"", ""Hot water"", ""Laundromat nearby"", ""Radiant heating"", ""Cleaning products"", ""Coffee maker: drip coffee maker"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Keypad"", ""Toaster"", ""Paid washer \u2013 In building"", ""Private patio or balcony"", ""Hangers"", ""Dining table"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Cooking basics"", ""Shampoo"", ""55 inch HDTV"", ""Dryer"", ""Gas stove"", ""Kitchen"", ""Conditioner"", ""Long term stays allowed"", ""Blender"", ""Wifi"", ""Rice maker"", ""Body soap""]",$60.00,30,45,30,30,45,45,30.0,45.0,,t,0,0,0,77,2025-06-18,2,1,0,0,0,60,3600.0,2022-02-28,2025-04-07,4.5,5.0,4.5,5.0,5.0,5.0,4.0,,f,1,1,0,0,0.05
